gene	position	subunit	MFH	normalized_MFH	type
TraesCS6D01G064400	578	S3	1.111091234	-0.712330579	TVGs
TraesCS6D01G066700	838	S3	1.447121521	-0.522117453	TVGs
TraesCS6D01G096100	1183	S3	1.882668691	-0.275571854	TVGs
TraesCS6D01G121100	1862	S3	1.427401675	-0.533280059	TVGs
TraesCS6D01G141700	1178	S3	2.524872872	0.087953902	TVGs
TraesCS6D01G177400	601	S3	1.7193922	-0.367996058	TVGs
TraesCS6D01G189400	1517	S3	1.842076158	-0.298549642	TVGs
TraesCS6D01G190700	903	S3	1.984099324	-0.218156084	TVGs
TraesCS6D01G199700	124	S3	3.625454567	0.71094859	TVGs
TraesCS6D01G242100	745	S3	6.111502181	2.118199377	TVGs
TraesCS6D01G242400	890	S3	1.168694695	-0.679723594	TVGs
TraesCS6D01G248600	1435	S3	5.935148389	2.018372644	TVGs
TraesCS6D01G272000	12	S3	1.017680985	-0.765206334	TVGs
TraesCS6D01G332200	1258	S3	1.190647003	-0.667297282	TVGs
TraesCS6D01G399000	477	S3	1.366031063	-0.568019475	TVGs
TraesCS7A01G016900	1419	S3	2.459884414	0.05116657	TVGs
TraesCS7A01G062100	1906	S3	1.07564098	-0.732397531	TVGs
TraesCS7A01G063900	9	S3	1.987204094	-0.2163986	TVGs
TraesCS7A01G066500	725	S3	1.215129459	-0.653438756	TVGs
TraesCS7A01G130300	1056	S3	1.65385454	-0.405094271	TVGs
TraesCS7A01G144900	748	S3	1.808226206	-0.317710728	TVGs
TraesCS7A01G152800	1056	S3	3.206776197	0.473951735	TVGs
TraesCS7A01G159300	597	S3	1.144994004	-0.693139595	TVGs
TraesCS7A01G168700	1177	S3	1.838184422	-0.300752596	TVGs
TraesCS7A01G172900	1389	S3	2.006329159	-0.205572676	TVGs
TraesCS7A01G178600	1806	S3	3.114283112	0.421595148	TVGs
TraesCS7A01G203900	779	S3	2.805144752	0.246604453	TVGs
TraesCS7A01G209900	261	S3	1.848878649	-0.294699028	TVGs
TraesCS7A01G235100	1406	S3	5.185872744	1.594238072	TVGs
TraesCS7A01G236200	1275	S3	2.514573369	0.082123771	TVGs
TraesCS7A01G245700	666	S3	2.487991883	0.067077069	TVGs
TraesCS7A01G263400	1696	S3	1.414498991	-0.540583745	TVGs
TraesCS7A01G294300	1875	S3	1.056266498	-0.743364639	TVGs
TraesCS7A01G325800	1115	S3	1.34601925	-0.579347351	TVGs
TraesCS7A01G328500	1605	S3	1.440582984	-0.525818654	TVGs
TraesCS7A01G328700	983	S3	1.843036992	-0.298005753	TVGs
TraesCS7A01G343800	211	S3	1.074073916	-0.733284582	TVGs
TraesCS7A01G345700	1642	S3	1.225193101	-0.647742137	TVGs
TraesCS7A01G363100	1473	S3	2.23300919	-0.077258298	TVGs
TraesCS7A01G370000	256	S3	2.826679137	0.258794196	TVGs
TraesCS7A01G377700	1176	S3	1.749044657	-0.351211004	TVGs
TraesCS7A01G382400	1738	S3	2.553672477	0.104256191	TVGs
TraesCS7A01G396300	126	S3	1.357308428	-0.572957005	TVGs
TraesCS7A01G441900	367	S3	1.937248972	-0.24467617	TVGs
TraesCS7A01G453600	1511	S3	3.09509116	0.410731362	TVGs
TraesCS7A01G506000	657	S3	1.525952339	-0.477494523	TVGs
TraesCS7A01G523600	263	S3	1.664784102	-0.398907489	TVGs
TraesCS7A01G528700	1177	S3	2.724905979	0.201184536	TVGs
TraesCS7B01G001600	954	S3	1.25564437	-0.630504908	TVGs
TraesCS7B01G030000	1744	S3	2.329493846	-0.022642245	TVGs
TraesCS7B01G033800	844	S3	1.199232485	-0.662437389	TVGs
TraesCS7B01G035100	309	S3	1.780935922	-0.333158651	TVGs
TraesCS7B01G047200	726	S3	1.604905941	-0.432802089	TVGs
TraesCS7B01G049000	952	S3	2.638043318	0.152015104	TVGs
TraesCS7B01G087000	982	S3	1.175154244	-0.676067105	TVGs
TraesCS7B01G095300	1209	S3	1.595130467	-0.438335588	TVGs
TraesCS7B01G104200	351	S3	2.742959264	0.211403769	TVGs
TraesCS7B01G147500	1681	S3	1.278938952	-0.617318789	TVGs
TraesCS7B01G161500	1686	S3	2.474588908	0.059490188	TVGs
TraesCS7B01G193400	1286	S3	2.145674858	-0.126694724	TVGs
TraesCS7B01G206400	902	S3	1.245783501	-0.636086746	TVGs
TraesCS7B01G216000	777	S3	1.408148183	-0.54417868	TVGs
TraesCS7B01G221900	1325	S3	1.432476145	-0.530407607	TVGs
TraesCS7B01G231000	232	S3	2.105918463	-0.149199208	TVGs
TraesCS7B01G258500	242	S3	1.89351481	-0.269432306	TVGs
TraesCS7B01G267300	116	S3	16.12542825	7.786677032	TVGs
TraesCS7B01G354000	1492	S3	1.510994493	-0.485961553	TVGs
TraesCS7B01G367700	1097	S3	2.627361552	0.14596859	TVGs
TraesCS7B01G388700	731	S3	9.146835764	3.836378688	TVGs
TraesCS7B01G401000	1598	S3	1.198782334	-0.662692201	TVGs
TraesCS7B01G438100	1972	S3	1.27138697	-0.62159366	TVGs
TraesCS7B01G462300	1478	S3	2.044040576	-0.184225771	TVGs
TraesCS7D01G015100	145	S3	2.751715534	0.216360338	TVGs
TraesCS7D01G041200	305	S3	2.613056309	0.137870971	TVGs
TraesCS7D01G043000	901	S3	1.995569859	-0.211663079	TVGs
TraesCS7D01G058100	797	S3	2.735568255	0.207220018	TVGs
TraesCS7D01G116300	1432	S3	1.789781829	-0.328151342	TVGs
TraesCS7D01G128300	604	S3	1.995440598	-0.211736249	TVGs
TraesCS7D01G129100	1870	S3	1.187062563	-0.669326289	TVGs
TraesCS7D01G134300	809	S3	1.104249102	-0.716203632	TVGs
TraesCS7D01G139800	1128	S3	1.318641246	-0.594844929	TVGs
TraesCS7D01G146300	737	S3	1.70060008	-0.378633515	TVGs
TraesCS7D01G197300	703	S3	1.922567036	-0.252987019	TVGs
TraesCS7D01G207000	815	S3	2.73222918	0.205329903	TVGs
TraesCS7D01G211800	239	S3	1.943562292	-0.241102455	TVGs
TraesCS7D01G235100	1405	S3	3.452833824	0.613234984	TVGs
TraesCS7D01G244200	678	S3	2.552401233	0.103536591	TVGs
TraesCS7D01G269700	556	S3	1.661265598	-0.400899171	TVGs
TraesCS7D01G309200	1341	S3	2.233614564	-0.076915621	TVGs
TraesCS7D01G310200	814	S3	1.288115682	-0.612124214	TVGs
TraesCS7D01G311200	423	S3	1.24962098	-0.633914504	TVGs
TraesCS7D01G329500	16	S3	1.367420497	-0.567232973	TVGs
TraesCS7D01G338400	357	S3	1.527768201	-0.476466637	TVGs
TraesCS7D01G349600	1519	S3	1.332861799	-0.586795251	TVGs
TraesCS7D01G353100	242	S3	2.343185107	-0.014892177	TVGs
TraesCS7D01G357300	71	S3	1.348631791	-0.577868498	TVGs
TraesCS7D01G365800	960	S3	2.050353533	-0.180652262	TVGs
TraesCS7D01G370700	1284	S3	1.770996401	-0.338785011	TVGs
TraesCS7D01G392600	506	S3	1.088169567	-0.725305605	TVGs
TraesCS7D01G411600	1509	S3	1.122150501	-0.706070376	TVGs
TraesCS7D01G431100	379	S3	3.054736292	0.387888107	TVGs
TraesCS7D01G449900	1205	S3	1.519441018	-0.481180318	TVGs
TraesCS7D01G485600	540	S3	1.333394336	-0.586493803	TVGs
TraesCS7D01G497400	1317	S3	3.828527283	0.825899823	TVGs
TraesCS7D01G500900	799	S3	1.469774272	-0.509294649	TVGs
TraesCS7D01G506800	1455	S3	1.34377835	-0.580615834	TVGs
TraesCS7D01G516600	1140	S3	1.672427145	-0.394581072	TVGs
TraesCS7D01G516700	1050	S3	2.517759702	0.083927425	TVGs
TraesCS7D01G517800	1317	S3	1.72834246	-0.362929679	TVGs
TraesCS7D01G536800	450	S3	1.42336223	-0.535566625	TVGs
TraesCS7D01G549000	1266	S3	1.013578827	-0.7675284	TVGs
TraesCSU01G003200	46	S3	1.26781568	-0.623615222	TVGs
TraesCSU01G072000	1575	S3	1.505391635	-0.489133104	TVGs
TraesCSU01G084300	1831	S3	1.311685007	-0.598782574	TVGs
TraesCSU01G091600	299	S3	1.052546306	-0.745470489	TVGs
TraesCSU01G110300	1692	S3	2.135744586	-0.132315848	TVGs
TraesCSU01G113600	1965	S3	1.045176482	-0.749642248	TVGs
TraesCSU01G126800	1226	S3	2.775483629	0.229814494	TVGs
TraesCSU01G190600	694	S3	1.449705821	-0.520654586	TVGs
TraesCSU01G197600	694	S3	1.449705821	-0.520654586	TVGs
TraesCS1A01G018600	1038	S3	2.01797754	-0.198979	TVGs
TraesCS1A01G025600	1163	S3	1.521441642	-0.480047845	TVGs
TraesCS1A01G049700	1449	S3	3.091988403	0.408975017	TVGs
TraesCS1A01G079800	1297	S3	1.170148683	-0.678900551	TVGs
TraesCS1A01G093800	556	S3	2.539364184	0.096156846	TVGs
TraesCS1A01G095800	1300	S3	1.427655472	-0.533136395	TVGs
TraesCS1A01G116700	975	S3	1.924713016	-0.251772266	TVGs
TraesCS1A01G123900	253	S3	2.533566312	0.092874906	TVGs
TraesCS1A01G139500	86	S3	1.638995484	-0.41350538	TVGs
TraesCS1A01G145000	1631	S3	5.046169107	1.515157505	TVGs
TraesCS1A01G159400	630	S3	1.640757481	-0.412507985	TVGs
TraesCS1A01G177800	1319	S3	1.724883765	-0.364887506	TVGs
TraesCS1A01G182300	1768	S3	1.872219647	-0.281486635	TVGs
TraesCS1A01G187700	36	S3	2.728005881	0.202939265	TVGs
TraesCS1A01G221900	1288	S3	2.30141223	-0.03853811	TVGs
TraesCS1A01G258000	1206	S3	2.486399361	0.066175607	TVGs
TraesCS1A01G277500	824	S3	2.753041828	0.2171111	TVGs
TraesCS1A01G279100	1728	S3	1.019652677	-0.764090239	TVGs
TraesCS1A01G281700	581	S3	1.477311741	-0.505027994	TVGs
TraesCS1A01G295800	721	S3	5.549147332	1.799873091	TVGs
TraesCS1A01G298100	1825	S3	1.076281576	-0.732034915	TVGs
TraesCS1A01G306200	1658	S3	1.039873547	-0.752644025	TVGs
TraesCS1A01G334700	216	S3	2.040014224	-0.186504926	TVGs
TraesCS1A01G346800	438	S3	1.283888479	-0.614517062	TVGs
TraesCS1A01G381400	230	S3	6.502410176	2.339476549	TVGs
TraesCS1A01G420900	1481	S3	1.101417075	-0.717806728	TVGs
TraesCS1A01G426700	10	S3	1.505204914	-0.489238799	TVGs
TraesCS1B01G022300	277	S3	1.262171011	-0.626810441	TVGs
TraesCS1B01G097200	257	S3	1.426065257	-0.534036551	TVGs
TraesCS1B01G097400	281	S3	4.313537901	1.100444675	TVGs
TraesCS1B01G113300	513	S3	1.357451996	-0.572875737	TVGs
TraesCS1B01G139200	1178	S3	1.499078204	-0.492706881	TVGs
TraesCS1B01G143100	253	S3	2.05453462	-0.178285518	TVGs
TraesCS1B01G159900	1904	S3	1.77532311	-0.336335837	TVGs
TraesCS1B01G173300	189	S3	1.697969787	-0.380122418	TVGs
TraesCS1B01G175800	583	S3	2.058067598	-0.176285643	TVGs
TraesCS1B01G195500	36	S3	2.033658643	-0.190102563	TVGs
TraesCS1B01G235100	326	S3	1.736923707	-0.358072182	TVGs
TraesCS1B01G244800	1588	S3	3.457980151	0.616148111	TVGs
TraesCS1B01G248600	720	S3	2.099915585	-0.152597193	TVGs
TraesCS1B01G258700	174	S3	4.862102678	1.41096496	TVGs
TraesCS1B01G268400	1225	S3	2.663922972	0.166664527	TVGs
TraesCS1B01G280000	1818	S3	2.234954876	-0.076156924	TVGs
TraesCS1B01G286300	582	S3	2.586424758	0.12279593	TVGs
TraesCS1B01G286500	822	S3	3.275371217	0.512780595	TVGs
TraesCS1B01G356100	1121	S3	1.243723268	-0.63725296	TVGs
TraesCS1B01G360800	528	S3	1.712015528	-0.372171693	TVGs
TraesCS1B01G393900	1700	S3	1.791732272	-0.327047275	TVGs
TraesCS1B01G415800	569	S3	2.224519506	-0.082063964	TVGs
TraesCS1B01G449200	1200	S3	1.85307466	-0.292323836	TVGs
TraesCS1B01G461600	10	S3	1.670123266	-0.395885205	TVGs
TraesCS1D01G019100	1865	S3	2.317734346	-0.029298822	TVGs
TraesCS1D01G030600	1555	S3	1.811501892	-0.315856495	TVGs
TraesCS1D01G061600	1491	S3	2.869012736	0.28275753	TVGs
TraesCS1D01G064500	1682	S3	2.154300945	-0.121811846	TVGs
TraesCS1D01G081200	277	S3	2.241675656	-0.072352563	TVGs
TraesCS1D01G109200	1694	S3	3.485279284	0.631601044	TVGs
TraesCS1D01G110900	1498	S3	1.460315146	-0.514649077	TVGs
TraesCS1D01G121200	598	S3	1.367497221	-0.567189542	TVGs
TraesCS1D01G130400	254	S3	1.696265717	-0.381087023	TVGs
TraesCS1D01G141000	472	S3	2.052170896	-0.179623527	TVGs
TraesCS1D01G154800	172	S3	1.498691483	-0.492925788	TVGs
TraesCS1D01G156800	624	S3	1.912753325	-0.258542163	TVGs
TraesCS1D01G175900	780	S3	1.99021986	-0.214691497	TVGs
TraesCS1D01G205300	1162	S3	1.889591719	-0.271653009	TVGs
TraesCS1D01G237100	267	S3	2.780411564	0.232603998	TVGs
TraesCS1D01G237300	115	S3	1.251551438	-0.63282175	TVGs
TraesCS1D01G263400	202	S3	1.914949114	-0.257299215	TVGs
TraesCS1D01G268500	387	S3	2.704963651	0.189895992	TVGs
TraesCS1D01G282100	143	S3	7.359214718	2.824478871	TVGs
TraesCS1D01G331400	166	S3	1.355978541	-0.5737098	TVGs
TraesCS1D01G335000	522	S3	1.295790455	-0.607779836	TVGs
TraesCS1D01G349700	536	S3	1.211058133	-0.655743369	TVGs
TraesCS1D01G361400	1376	S3	1.162387584	-0.683293794	TVGs
TraesCS1D01G361700	1861	S3	1.972596514	-0.224667359	TVGs
TraesCS1D01G363700	1886	S3	1.041815813	-0.751544587	TVGs
TraesCS1D01G369300	208	S3	2.156326378	-0.12066533	TVGs
TraesCS1D01G426800	1212	S3	1.819133554	-0.31153652	TVGs
TraesCS1D01G441400	599	S3	1.963398656	-0.229873894	TVGs
TraesCS2A01G014300	123	S3	3.519647326	0.651055399	TVGs
TraesCS2A01G035700	1928	S3	2.194080602	-0.099294194	TVGs
TraesCS2A01G050600	95	S3	3.815516259	0.81853481	TVGs
TraesCS2A01G106500	746	S3	2.79034017	0.238224179	TVGs
TraesCS2A01G116100	217	S3	2.063493828	-0.173214074	TVGs
TraesCS2A01G142300	1381	S3	2.254403258	-0.065147984	TVGs
TraesCS2A01G152000	465	S3	1.712446074	-0.371927978	TVGs
TraesCS2A01G163600	876	S3	1.242621693	-0.637876517	TVGs
TraesCS2A01G211100	86	S3	1.607929904	-0.431090346	TVGs
TraesCS2A01G272600	1910	S3	2.422514309	0.030012868	TVGs
TraesCS2A01G278400	748	S3	2.305046541	-0.036480874	TVGs
TraesCS2A01G294600	1757	S3	1.58932086	-0.441624171	TVGs
TraesCS2A01G299100	48	S3	2.914905675	0.308735663	TVGs
TraesCS2A01G313000	93	S3	1.106067553	-0.715174281	TVGs
TraesCS2A01G319000	1416	S3	4.317543525	1.102712097	TVGs
TraesCS2A01G325800	1974	S3	2.78425042	0.234777019	TVGs
TraesCS2A01G357800	827	S3	1.478814368	-0.504177417	TVGs
TraesCS2A01G372500	23	S3	1.408917944	-0.54374295	TVGs
TraesCS2A01G374100	1346	S3	1.197816127	-0.663239132	TVGs
TraesCS2A01G411200	270	S3	1.480428522	-0.50326371	TVGs
TraesCS2A01G432100	243	S3	1.71512281	-0.370412787	TVGs
TraesCS2A01G432600	1011	S3	1.498689522	-0.492926898	TVGs
TraesCS2A01G455100	694	S3	1.273113273	-0.62061647	TVGs
TraesCS2A01G459700	692	S3	1.547684704	-0.465192712	TVGs
TraesCS2A01G510800	1236	S3	1.855802215	-0.290779878	TVGs
TraesCS2A01G574200	990	S3	2.035214402	-0.189221911	TVGs
TraesCS2A01G580800	667	S3	1.10458181	-0.7160153	TVGs
TraesCS2B01G063900	23	S3	4.001482911	0.923802994	TVGs
TraesCS2B01G086800	1359	S3	1.018877811	-0.76452886	TVGs
TraesCS2B01G107200	584	S3	1.54624359	-0.466008468	TVGs
TraesCS2B01G108000	1284	S3	1.268867775	-0.623019674	TVGs
TraesCS2B01G124100	839	S3	3.756379971	0.785060154	TVGs
TraesCS2B01G137800	1447	S3	1.337593311	-0.584116934	TVGs
TraesCS2B01G149100	1202	S3	1.839563795	-0.299971789	TVGs
TraesCS2B01G178400	1865	S3	2.141093322	-0.129288146	TVGs
TraesCS2B01G181600	1068	S3	2.000742993	-0.208734778	TVGs
TraesCS2B01G195400	61	S3	1.315037125	-0.596885076	TVGs
TraesCS2B01G203200	613	S3	2.228472569	-0.079826296	TVGs
TraesCS2B01G204300	1146	S3	2.114927278	-0.144099683	TVGs
TraesCS2B01G236700	96	S3	1.632028135	-0.417449314	TVGs
TraesCS2B01G240900	1583	S3	1.375975244	-0.562390477	TVGs
TraesCS2B01G289900	660	S3	5.054864375	1.520079544	TVGs
TraesCS2B01G309700	165	S3	1.658105961	-0.402687714	TVGs
TraesCS2B01G320000	39	S3	2.068451531	-0.170407719	TVGs
TraesCS2B01G324700	211	S3	1.773816885	-0.33718845	TVGs
TraesCS2B01G330100	96	S3	1.222696054	-0.649155614	TVGs
TraesCS2B01G336000	964	S3	2.011481962	-0.202655883	TVGs
TraesCS2B01G346500	1161	S3	2.153141342	-0.12246825	TVGs
TraesCS2B01G351500	1421	S3	1.267791064	-0.623629156	TVGs
TraesCS2B01G395700	1589	S3	1.509605988	-0.486747529	TVGs
TraesCS2B01G417300	1675	S3	4.02256204	0.935735034	TVGs
TraesCS2B01G426500	7	S3	2.70731346	0.191226124	TVGs
TraesCS2B01G530300	1818	S3	1.508961565	-0.487112311	TVGs
TraesCS2B01G541300	1161	S3	2.304834742	-0.036600765	TVGs
TraesCS2B01G541700	1755	S3	2.439377816	0.039558616	TVGs
TraesCS2B01G587800	33	S3	1.200272532	-0.661848661	TVGs
TraesCS2B01G595300	1142	S3	1.905243676	-0.262793071	TVGs
TraesCS2B01G611800	1024	S3	1.335611617	-0.58523869	TVGs
TraesCS2D01G068400	134	S3	1.559355915	-0.458586112	TVGs
TraesCS2D01G069300	1249	S3	1.031878117	-0.757169913	TVGs
TraesCS2D01G091300	680	S3	1.138777515	-0.696658497	TVGs
TraesCS2D01G095800	1913	S3	1.959671353	-0.231983769	TVGs
TraesCS2D01G106800	431	S3	1.72802219	-0.36311097	TVGs
TraesCS2D01G114800	741	S3	4.712624251	1.326351282	TVGs
TraesCS2D01G119100	485	S3	1.87087343	-0.282248674	TVGs
TraesCS2D01G146300	538	S3	1.545231811	-0.466581195	TVGs
TraesCS2D01G160400	1071	S3	2.925413733	0.314683848	TVGs
TraesCS2D01G173600	206	S3	1.890596071	-0.271084486	TVGs
TraesCS2D01G176700	62	S3	1.339324516	-0.583136969	TVGs
TraesCS2D01G183700	1318	S3	1.505463186	-0.489092602	TVGs
TraesCS2D01G211700	960	S3	1.129465291	-0.70192977	TVGs
TraesCS2D01G217300	86	S3	1.370545662	-0.565463943	TVGs
TraesCS2D01G291000	165	S3	1.800690334	-0.32197648	TVGs
TraesCS2D01G292300	1737	S3	1.665904784	-0.398273116	TVGs
TraesCS2D01G318500	1489	S3	1.289112336	-0.611560049	TVGs
TraesCS2D01G342000	657	S3	1.147915745	-0.691485716	TVGs
TraesCS2D01G346600	1944	S3	1.599160221	-0.436054508	TVGs
TraesCS2D01G352900	1291	S3	1.71468485	-0.370660698	TVGs
TraesCS2D01G396800	298	S3	2.834133622	0.263013877	TVGs
TraesCS2D01G402500	886	S3	6.797128727	2.506304775	TVGs
TraesCS2D01G417300	948	S3	1.379165415	-0.560584651	TVGs
TraesCS2D01G419000	1725	S3	1.113359826	-0.711046421	TVGs
TraesCS2D01G425600	1858	S3	1.185492254	-0.670215177	TVGs
TraesCS2D01G436200	1365	S3	2.24425495	-0.070892529	TVGs
TraesCS2D01G450800	962	S3	2.195682957	-0.098387166	TVGs
TraesCS2D01G463100	1929	S3	1.177042525	-0.674998226	TVGs
TraesCS2D01G468900	1539	S3	1.311887972	-0.598667684	TVGs
TraesCS2D01G479100	1068	S3	1.565457935	-0.455132006	TVGs
TraesCS2D01G483300	1471	S3	4.861675936	1.410723399	TVGs
TraesCS2D01G491700	1108	S3	1.191917354	-0.666578188	TVGs
TraesCS2D01G520900	1169	S3	1.059920108	-0.741296479	TVGs
TraesCS2D01G521500	833	S3	1.252342128	-0.632374173	TVGs
TraesCS2D01G544100	1922	S3	2.144234698	-0.12750994	TVGs
TraesCS2D01G558500	43	S3	1.625068349	-0.421388967	TVGs
TraesCS2D01G570900	1962	S3	1.545602836	-0.466371173	TVGs
TraesCS2D01G575200	196	S3	8.766326459	3.620987793	TVGs
TraesCS3A01G018500	369	S3	1.627204531	-0.420179761	TVGs
TraesCS3A01G024900	547	S3	1.819774193	-0.311173881	TVGs
TraesCS3A01G075800	819	S3	3.084128504	0.404525847	TVGs
TraesCS3A01G083000	1486	S3	1.381867709	-0.559054991	TVGs
TraesCS3A01G134100	92	S3	2.324541903	-0.02544534	TVGs
TraesCS3A01G142800	452	S3	2.194214671	-0.099218303	TVGs
TraesCS3A01G170800	1290	S3	2.038702846	-0.187247244	TVGs
TraesCS3A01G195700	440	S3	1.120766646	-0.70685372	TVGs
TraesCS3A01G199600	126	S3	2.207900351	-0.091471394	TVGs
TraesCS3A01G204400	1168	S3	1.143522541	-0.69397253	TVGs
TraesCS3A01G216800	315	S3	7.368029822	2.829468744	TVGs
TraesCS3A01G231000	14	S3	1.739241288	-0.356760294	TVGs
TraesCS3A01G260000	903	S3	3.549822379	0.668136274	TVGs
TraesCS3A01G270600	1908	S3	1.117032606	-0.708967409	TVGs
TraesCS3A01G271600	1476	S3	1.613791052	-0.427772588	TVGs
TraesCS3A01G274600	139	S3	1.513331376	-0.484638738	TVGs
TraesCS3A01G328000	906	S3	2.382204412	0.00719507	TVGs
TraesCS3A01G368800	1155	S3	2.138600536	-0.130699211	TVGs
TraesCS3A01G373900	1655	S3	7.88157822	3.120167677	TVGs
TraesCS3A01G407700	1121	S3	3.125405135	0.427890875	TVGs
TraesCS3A01G449000	577	S3	1.792722388	-0.326486811	TVGs
TraesCS3A01G478800	66	S3	1.068025367	-0.73670842	TVGs
TraesCS3A01G494800	1540	S3	3.143745817	0.438272791	TVGs
TraesCS3A01G535100	1487	S3	1.623417836	-0.422323255	TVGs
TraesCS3B01G131300	210	S3	10.90596243	4.832148991	TVGs
TraesCS3B01G137100	187	S3	1.066869271	-0.737362839	TVGs
TraesCS3B01G138900	1097	S3	2.629614255	0.147243753	TVGs
TraesCS3B01G162300	451	S3	1.428923917	-0.532418379	TVGs
TraesCS3B01G167800	93	S3	2.595712376	0.128053274	TVGs
TraesCS3B01G175100	465	S3	1.843028063	-0.298010807	TVGs
TraesCS3B01G175200	465	S3	1.843028063	-0.298010807	TVGs
TraesCS3B01G178600	674	S3	3.590811154	0.691338358	TVGs
TraesCS3B01G219900	1064	S3	1.277439299	-0.618167682	TVGs
TraesCS3B01G260300	8	S3	2.791064456	0.238634168	TVGs
TraesCS3B01G284600	541	S3	1.940854664	-0.242635134	TVGs
TraesCS3B01G287300	1116	S3	1.07717844	-0.731527237	TVGs
TraesCS3B01G293100	894	S3	3.841485916	0.83323518	TVGs
TraesCS3B01G306000	640	S3	1.890270062	-0.271269026	TVGs
TraesCS3B01G315900	17	S3	2.908400548	0.305053374	TVGs
TraesCS3B01G339200	71	S3	2.113389858	-0.144969954	TVGs
TraesCS3B01G364500	141	S3	3.5259411	0.65461805	TVGs
TraesCS3B01G382900	664	S3	2.619332678	0.141423769	TVGs
TraesCS3B01G385900	150	S3	1.514644367	-0.483895507	TVGs
TraesCS3B01G390500	294	S3	3.21953755	0.481175419	TVGs
TraesCS3B01G416100	1156	S3	2.667517935	0.16869949	TVGs
TraesCS3B01G462800	238	S3	1.156993528	-0.686347151	TVGs
TraesCS3B01G494500	810	S3	1.19368301	-0.665578722	TVGs
TraesCS3B01G511900	1542	S3	1.370238613	-0.565637751	TVGs
TraesCS3B01G549300	1598	S3	1.638032977	-0.414050216	TVGs
TraesCS3B01G557500	551	S3	1.955873564	-0.234133543	TVGs
TraesCS3B01G597500	770	S3	1.183275269	-0.671470122	TVGs
TraesCS3D01G001400	243	S3	3.686317721	0.745400754	TVGs
TraesCS3D01G010600	429	S3	2.393628729	0.013661912	TVGs
TraesCS3D01G021200	568	S3	1.665367477	-0.398577264	TVGs
TraesCS3D01G028500	1289	S3	1.725357758	-0.364619197	TVGs
TraesCS3D01G033200	1618	S3	4.201612651	1.037088328	TVGs
TraesCS3D01G039200	1474	S3	1.521793206	-0.479848839	TVGs
TraesCS3D01G151500	959	S3	1.834390175	-0.302900366	TVGs
TraesCS3D01G153500	1287	S3	1.690917898	-0.384114206	TVGs
TraesCS3D01G218700	472	S3	2.952822514	0.330198848	TVGs
TraesCS3D01G218800	317	S3	8.539749265	3.492731628	TVGs
TraesCS3D01G222200	180	S3	2.14902372	-0.124799069	TVGs
TraesCS3D01G246600	99	S3	3.659539955	0.730242946	TVGs
TraesCS3D01G260200	900	S3	2.759226723	0.220612118	TVGs
TraesCS3D01G277500	822	S3	1.895951879	-0.26805278	TVGs
TraesCS3D01G284500	530	S3	1.31434399	-0.597277432	TVGs
TraesCS3D01G302700	155	S3	2.224026916	-0.0823428	TVGs
TraesCS3D01G304800	731	S3	2.28929339	-0.045398094	TVGs
TraesCS3D01G309900	17	S3	1.143471886	-0.694001204	TVGs
TraesCS3D01G314500	1021	S3	1.541653146	-0.468606932	TVGs
TraesCS3D01G351700	207	S3	7.630811998	2.978219083	TVGs
TraesCS3D01G366300	1845	S3	1.475476195	-0.506067022	TVGs
TraesCS3D01G377200	786	S3	1.349148298	-0.577576124	TVGs
TraesCS3D01G387600	1769	S3	3.827786905	0.825480725	TVGs
TraesCS3D01G399700	159	S3	1.019519076	-0.764165866	TVGs
TraesCS3D01G426100	933	S3	1.763120794	-0.343243073	TVGs
TraesCS3D01G449200	503	S3	2.531880574	0.091920678	TVGs
TraesCS3D01G457400	217	S3	1.100941631	-0.718075858	TVGs
TraesCS3D01G465600	156	S3	1.340524746	-0.582457567	TVGs
TraesCS3D01G509100	249	S3	1.151035571	-0.689719709	TVGs
TraesCS3D01G533700	781	S3	1.480747082	-0.503083386	TVGs
TraesCS4A01G002000	67	S3	1.708557049	-0.374129398	TVGs
TraesCS4A01G027700	256	S3	5.745169312	1.910833189	TVGs
TraesCS4A01G032900	1733	S3	1.396417046	-0.550819202	TVGs
TraesCS4A01G037000	258	S3	1.678282993	-0.391266314	TVGs
TraesCS4A01G053900	214	S3	2.412348997	0.024258697	TVGs
TraesCS4A01G063900	444	S3	1.038198032	-0.753592466	TVGs
TraesCS4A01G065400	959	S3	1.936466113	-0.245119314	TVGs
TraesCS4A01G091300	928	S3	2.691001786	0.181992747	TVGs
TraesCS4A01G095600	1149	S3	1.706119679	-0.375509094	TVGs
TraesCS4A01G099200	630	S3	1.908611732	-0.260886551	TVGs
TraesCS4A01G116800	224	S3	3.281622041	0.516318933	TVGs
TraesCS4A01G122300	1723	S3	1.12260637	-0.705812327	TVGs
TraesCS4A01G130300	862	S3	2.498205479	0.072858572	TVGs
TraesCS4A01G193900	187	S3	4.549687891	1.234119613	TVGs
TraesCS4A01G233500	101	S3	1.418311159	-0.538425832	TVGs
TraesCS4A01G233600	1848	S3	2.353164356	-0.009243329	TVGs
TraesCS4A01G274900	1183	S3	1.218555914	-0.651499179	TVGs
TraesCS4A01G275600	1964	S3	2.158305908	-0.119544798	TVGs
TraesCS4A01G278300	1620	S3	1.087369273	-0.725758619	TVGs
TraesCS4A01G297900	1707	S3	1.80276173	-0.320803946	TVGs
TraesCS4A01G298100	560	S3	2.085929102	-0.160514375	TVGs
