gene	pos	subunit	response
TraesCS4B01G348800	1610	3	0
TraesCS4B01G350400	889	3	0
TraesCS4B01G354100	1979	3	0
TraesCS4B01G355000	718	3	0
TraesCS4B01G357500	1556	3	0
TraesCS4B01G367700	511	3	0
TraesCS4B01G367800	1650	3	0
TraesCS4B01G368300	1652	3	0
TraesCS4B01G369800	1830	3	0
TraesCS4B01G371000	1558	3	0
TraesCS4B01G372200	1032	3	0
TraesCS4B01G374100	453	3	0
TraesCS4B01G374200	714	3	0
TraesCS4B01G375600	360	3	0
TraesCS4B01G380600	476	3	0
TraesCS4B01G381900	392	3	0
TraesCS4B01G382400	1508	3	0
TraesCS4B01G382500	389	3	0
TraesCS4B01G382600	1753	3	0
TraesCS4B01G383100	1733	3	0
TraesCS4B01G384300	356	3	0
TraesCS4B01G384700	17	3	0
TraesCS4B01G385300	787	3	0
TraesCS4B01G391300	967	3	0
TraesCS4B01G392300	1389	3	0
TraesCS4B01G392900	1448	3	0
TraesCS4B01G394300	1844	3	0
TraesCS4B01G397300	1487	3	0
TraesCS4B01G397700	812	3	0
TraesCS4B01G398400	1460	3	0
TraesCS4B01G398800	1226	3	0
TraesCS4B01G399200	1701	3	0
TraesCS4D01G001900	499	3	0
TraesCS4D01G002600	1621	3	0
TraesCS4D01G003800	1592	3	0
TraesCS4D01G004700	1736	3	0
TraesCS4D01G009400	395	3	0
TraesCS4D01G009600	1591	3	0
TraesCS4D01G011200	43	3	0
TraesCS4D01G011500	1633	3	0
TraesCS4D01G013600	62	3	1
TraesCS4D01G017900	562	3	0
TraesCS4D01G020300	1002	3	0
TraesCS4D01G020900	1926	3	0
TraesCS4D01G021300	348	3	0
TraesCS4D01G028500	1411	3	0
TraesCS4D01G028900	1179	3	0
TraesCS4D01G030100	485	3	0
TraesCS4D01G033900	1496	3	0
TraesCS4D01G034400	746	3	0
TraesCS4D01G035300	1421	3	0
TraesCS4D01G036600	1202	3	0
TraesCS4D01G038900	1203	3	0
TraesCS4D01G040500	826	3	0
TraesCS4D01G041200	415	3	0
TraesCS4D01G042300	1295	3	0
TraesCS4D01G043500	1080	3	0
TraesCS4D01G044400	738	3	0
TraesCS4D01G044500	546	3	0
TraesCS4D01G045400	926	3	0
TraesCS4D01G047200	1898	3	0
TraesCS4D01G049800	1937	3	0
TraesCS4D01G050000	178	3	0
TraesCS4D01G051400	787	3	0
TraesCS4D01G052100	1840	3	0
TraesCS4D01G055400	173	3	0
TraesCS4D01G055600	223	3	1
TraesCS4D01G056400	468	3	0
TraesCS4D01G059200	1733	3	0
TraesCS4D01G060600	1704	3	0
TraesCS4D01G062400	202	3	0
TraesCS4D01G062600	734	3	0
TraesCS4D01G063800	1519	3	0
TraesCS4D01G065500	475	3	0
TraesCS4D01G067600	625	3	0
TraesCS4D01G068700	697	3	0
TraesCS4D01G071300	68	3	0
TraesCS4D01G074000	1809	3	0
TraesCS4D01G075600	536	3	0
TraesCS4D01G077100	1424	3	0
TraesCS4D01G077500	206	3	0
TraesCS4D01G078500	1776	3	0
TraesCS4D01G078800	1795	3	0
TraesCS4D01G080300	1364	3	0
TraesCS4D01G081700	977	3	0
TraesCS4D01G082900	1045	3	0
TraesCS4D01G083500	353	3	0
TraesCS4D01G086700	1685	3	0
TraesCS4D01G089600	907	3	1
TraesCS4D01G089900	1701	3	0
TraesCS4D01G092900	667	3	0
TraesCS4D01G093500	1300	3	0
TraesCS4D01G094200	490	3	0
TraesCS4D01G095900	301	3	0
TraesCS4D01G096700	1571	3	0
TraesCS4D01G098300	549	3	0
TraesCS4D01G099000	1557	3	0
TraesCS4D01G100400	826	3	0
TraesCS4D01G103900	1502	3	0
TraesCS4D01G106900	308	3	0
TraesCS4D01G108300	1668	3	0
TraesCS4D01G113700	1028	3	0
TraesCS4D01G115100	120	3	1
TraesCS4D01G115400	925	3	0
TraesCS4D01G116400	1272	3	0
TraesCS4D01G117600	212	3	0
TraesCS4D01G119000	1959	3	0
TraesCS4D01G119500	1614	3	0
TraesCS4D01G120100	63	3	0
TraesCS4D01G121100	182	3	0
TraesCS4D01G121800	429	3	0
TraesCS4D01G122000	877	3	0
TraesCS4D01G122400	1955	3	0
TraesCS4D01G123100	1839	3	0
TraesCS4D01G125600	9	3	0
TraesCS4D01G125800	1151	3	1
TraesCS4D01G126600	1677	3	1
TraesCS4D01G127700	1	3	0
TraesCS4D01G128200	1564	3	0
TraesCS4D01G128700	979	3	1
TraesCS4D01G130600	208	3	0
TraesCS4D01G133100	511	3	1
TraesCS4D01G136700	672	3	0
TraesCS4D01G137400	107	3	0
TraesCS4D01G138600	1760	3	0
TraesCS4D01G139000	869	3	0
TraesCS4D01G139900	890	3	0
TraesCS4D01G140600	870	3	0
TraesCS4D01G141300	1569	3	0
TraesCS4D01G142400	1910	3	0
TraesCS4D01G144900	291	3	0
TraesCS4D01G145800	1545	3	0
TraesCS4D01G146900	278	3	0
TraesCS4D01G147500	1824	3	0
TraesCS4D01G149400	182	3	1
TraesCS4D01G149800	1706	3	0
TraesCS4D01G150800	337	3	0
TraesCS4D01G152400	1688	3	0
TraesCS4D01G152800	796	3	0
TraesCS4D01G157300	783	3	0
TraesCS4D01G157700	1870	3	0
TraesCS4D01G160400	1790	3	0
TraesCS4D01G161500	172	3	0
TraesCS4D01G162800	1743	3	0
TraesCS4D01G163800	1624	3	0
TraesCS4D01G167000	866	3	0
TraesCS4D01G169400	1716	3	0
TraesCS4D01G170300	832	3	0
TraesCS4D01G171500	821	3	0
TraesCS4D01G171600	1143	3	0
TraesCS4D01G173700	126	3	1
TraesCS4D01G176400	1397	3	0
TraesCS4D01G181700	86	3	1
TraesCS4D01G182100	1622	3	0
TraesCS4D01G186100	247	3	0
TraesCS4D01G187100	728	3	0
TraesCS4D01G188700	1189	3	0
TraesCS4D01G191500	305	3	0
TraesCS4D01G193500	713	3	0
TraesCS4D01G195000	1391	3	0
TraesCS4D01G195100	493	3	0
TraesCS4D01G200700	832	3	0
TraesCS4D01G201300	703	3	0
TraesCS4D01G201700	1530	3	0
TraesCS4D01G202200	1118	3	0
TraesCS4D01G203700	498	3	0
TraesCS4D01G203800	1911	3	0
TraesCS4D01G209200	632	3	0
TraesCS4D01G209400	860	3	0
TraesCS4D01G213100	190	3	1
TraesCS4D01G216500	1446	3	0
TraesCS4D01G218600	195	3	0
TraesCS4D01G220200	835	3	0
TraesCS4D01G221000	1814	3	0
TraesCS4D01G222400	795	3	0
TraesCS4D01G223100	1500	3	0
TraesCS4D01G224100	1539	3	0
TraesCS4D01G224400	987	3	0
TraesCS4D01G228300	872	3	0
TraesCS4D01G228400	579	3	0
TraesCS4D01G228500	740	3	1
TraesCS4D01G229300	181	3	0
TraesCS4D01G229800	1755	3	0
TraesCS4D01G231700	1807	3	0
TraesCS4D01G235700	62	3	0
TraesCS4D01G236200	1818	3	0
TraesCS4D01G236400	1461	3	1
TraesCS4D01G238000	1493	3	0
TraesCS4D01G239600	1221	3	0
TraesCS4D01G240100	1717	3	0
TraesCS4D01G240500	261	3	0
TraesCS4D01G242600	1254	3	0
TraesCS4D01G247400	1786	3	0
TraesCS4D01G248000	1764	3	0
TraesCS4D01G248100	1031	3	0
TraesCS4D01G255000	844	3	0
TraesCS4D01G258000	1514	3	1
TraesCS4D01G258400	993	3	0
TraesCS4D01G259300	1811	3	0
TraesCS4D01G259700	979	3	0
TraesCS4D01G264600	797	3	0
TraesCS4D01G265600	1271	3	0
TraesCS4D01G265700	808	3	0
TraesCS4D01G266600	966	3	0
TraesCS4D01G268000	40	3	1
TraesCS4D01G273700	1565	3	0
TraesCS4D01G274200	135	3	0
TraesCS4D01G275100	374	3	0
TraesCS4D01G275300	351	3	1
TraesCS4D01G275600	1232	3	0
TraesCS4D01G276700	1689	3	0
TraesCS4D01G278300	1506	3	0
TraesCS4D01G281400	1928	3	0
TraesCS4D01G282700	1022	3	0
TraesCS4D01G284500	21	3	0
TraesCS4D01G286400	1844	3	0
TraesCS4D01G288500	1766	3	0
TraesCS4D01G288800	1427	3	0
TraesCS4D01G292600	1520	3	0
TraesCS4D01G295300	101	3	0
TraesCS4D01G302400	1818	3	0
TraesCS4D01G303900	1400	3	0
TraesCS4D01G305300	1120	3	0
TraesCS4D01G305500	974	3	0
TraesCS4D01G305600	1166	3	0
TraesCS4D01G306300	982	3	0
TraesCS4D01G307400	1940	3	0
TraesCS4D01G307700	1489	3	0
TraesCS4D01G309400	793	3	0
TraesCS4D01G310800	1041	3	0
TraesCS4D01G311200	1801	3	0
TraesCS4D01G314700	845	3	0
TraesCS4D01G321100	1079	3	0
TraesCS4D01G321900	1736	3	0
TraesCS4D01G323000	72	3	0
TraesCS4D01G328700	894	3	0
TraesCS4D01G329300	1636	3	0
TraesCS4D01G331000	813	3	0
TraesCS4D01G331400	1386	3	0
TraesCS4D01G336200	1302	3	0
TraesCS4D01G338000	196	3	0
TraesCS4D01G338100	1720	3	0
TraesCS4D01G339300	284	3	0
TraesCS4D01G339700	395	3	1
TraesCS4D01G340600	1602	3	0
TraesCS4D01G341400	674	3	0
TraesCS4D01G345700	1787	3	0
TraesCS4D01G346000	1884	3	0
TraesCS4D01G346100	1809	3	0
TraesCS4D01G346800	1567	3	0
TraesCS4D01G347200	1241	3	0
TraesCS4D01G348700	1934	3	1
TraesCS4D01G350100	213	3	0
TraesCS4D01G352600	1309	3	0
TraesCS4D01G355700	323	3	0
TraesCS4D01G355800	1626	3	0
TraesCS4D01G356000	1463	3	0
TraesCS4D01G357400	1328	3	0
TraesCS4D01G360200	852	3	0
TraesCS4D01G360700	526	3	0
TraesCS4D01G361300	1375	3	0
TraesCS4D01G362000	470	3	0
TraesCS4D01G363300	10	3	1
TraesCS4D01G365600	1511	3	0
TraesCS4D01G366300	288	3	0
TraesCS5A01G005400	329	3	0
TraesCS5A01G007200	906	3	0
TraesCS5A01G013700	658	3	0
TraesCS5A01G014100	1499	3	0
TraesCS5A01G014300	838	3	0
TraesCS5A01G015000	1758	3	0
TraesCS5A01G015300	162	3	0
TraesCS5A01G018000	1283	3	0
TraesCS5A01G023000	1933	3	0
TraesCS5A01G023300	30	3	0
TraesCS5A01G024200	254	3	0
TraesCS5A01G026900	1492	3	0
TraesCS5A01G028700	1338	3	0
TraesCS5A01G032000	502	3	0
TraesCS5A01G033800	314	3	0
TraesCS5A01G034100	148	3	0
TraesCS5A01G034500	148	3	0
TraesCS5A01G038500	1394	3	0
TraesCS5A01G038600	721	3	0
TraesCS5A01G038900	874	3	0
TraesCS5A01G042300	1708	3	0
TraesCS5A01G044900	1653	3	0
TraesCS5A01G046300	795	3	0
TraesCS5A01G048700	208	3	0
TraesCS5A01G050800	1838	3	0
TraesCS5A01G051900	1558	3	0
TraesCS5A01G053400	1177	3	0
TraesCS5A01G054400	1200	3	0
TraesCS5A01G054500	1686	3	0
TraesCS5A01G055700	1500	3	0
TraesCS5A01G056400	1868	3	0
TraesCS5A01G059500	1986	3	0
TraesCS5A01G060000	1525	3	0
TraesCS5A01G061500	1451	3	0
TraesCS5A01G065000	29	3	0
TraesCS5A01G065100	26	3	0
TraesCS5A01G066000	1418	3	0
TraesCS5A01G066800	1444	3	0
TraesCS5A01G068200	400	3	0
TraesCS5A01G071600	1447	3	0
TraesCS5A01G071700	512	3	0
TraesCS5A01G072200	236	3	0
TraesCS5A01G072300	338	3	0
TraesCS5A01G073900	1143	3	0
TraesCS5A01G075400	18	3	1
TraesCS5A01G076200	1808	3	0
TraesCS5A01G076800	1049	3	0
TraesCS5A01G078500	1332	3	0
TraesCS5A01G079800	735	3	0
TraesCS5A01G081300	1510	3	0
TraesCS5A01G082400	20	3	0
TraesCS5A01G085900	1433	3	0
TraesCS5A01G087900	945	3	0
TraesCS5A01G089100	731	3	0
TraesCS5A01G090600	475	3	0
TraesCS5A01G091800	1212	3	0
TraesCS5A01G097000	310	3	0
TraesCS5A01G097900	261	3	0
TraesCS5A01G098800	134	3	0
TraesCS5A01G099000	1813	3	0
TraesCS5A01G099100	1189	3	0
TraesCS5A01G099200	753	3	1
TraesCS5A01G102700	1291	3	1
TraesCS5A01G103600	393	3	0
TraesCS5A01G105300	1254	3	0
TraesCS5A01G107200	390	3	0
TraesCS5A01G108100	76	3	0
TraesCS5A01G108800	987	3	0
TraesCS5A01G110400	1597	3	0
TraesCS5A01G111400	227	3	0
TraesCS5A01G112300	1174	3	0
TraesCS5A01G112600	1788	3	0
TraesCS5A01G113100	86	3	0
TraesCS5A01G114200	997	3	0
TraesCS5A01G116600	459	3	0
TraesCS5A01G117900	1175	3	0
TraesCS5A01G118200	1844	3	0
TraesCS5A01G118500	1541	3	1
TraesCS5A01G119400	1892	3	0
TraesCS5A01G119600	663	3	0
TraesCS5A01G120900	1829	3	1
TraesCS5A01G121200	1035	3	0
TraesCS5A01G123700	1576	3	0
TraesCS5A01G126800	1610	3	0
TraesCS5A01G128200	300	3	0
TraesCS5A01G134700	1865	3	0
TraesCS5A01G134900	1065	3	0
TraesCS5A01G136500	1986	3	0
TraesCS5A01G139700	387	3	0
TraesCS5A01G140300	1273	3	0
TraesCS5A01G142500	729	3	0
TraesCS5A01G144600	1958	3	0
TraesCS5A01G145100	1724	3	0
TraesCS5A01G146000	1676	3	0
TraesCS5A01G150200	1412	3	0
TraesCS5A01G150400	310	3	0
TraesCS5A01G150600	1123	3	0
TraesCS5A01G153200	341	3	0
TraesCS5A01G153400	170	3	1
TraesCS5A01G158800	306	3	0
TraesCS5A01G160500	1934	3	0
TraesCS5A01G160900	1087	3	0
TraesCS5A01G161900	29	3	1
TraesCS5A01G162300	382	3	0
TraesCS5A01G162400	1758	3	0
TraesCS5A01G163500	1826	3	0
TraesCS5A01G163700	1682	3	0
TraesCS5A01G164600	500	3	1
TraesCS5A01G165500	1550	3	0
TraesCS5A01G165600	94	3	0
TraesCS5A01G166600	106	3	0
TraesCS5A01G168400	984	3	0
TraesCS5A01G169800	908	3	0
TraesCS5A01G171000	1678	3	0
TraesCS5A01G171500	180	3	0
TraesCS5A01G172600	1335	3	1
TraesCS5A01G173900	340	3	0
TraesCS5A01G174800	353	3	1
TraesCS5A01G175300	373	3	1
TraesCS5A01G175400	467	3	0
TraesCS5A01G176100	441	3	0
TraesCS5A01G178200	1588	3	0
TraesCS5A01G178600	1396	3	1
TraesCS5A01G178800	717	3	0
TraesCS5A01G182800	1456	3	0
TraesCS5A01G185000	1225	3	0
TraesCS5A01G191800	1226	3	0
TraesCS5A01G192300	1244	3	0
TraesCS5A01G192500	1071	3	0
TraesCS5A01G193500	960	3	0
TraesCS5A01G194100	1793	3	0
TraesCS5A01G194600	196	3	0
TraesCS5A01G194700	1838	3	0
TraesCS5A01G195800	630	3	0
TraesCS5A01G195900	1179	3	0
TraesCS5A01G198300	1138	3	0
TraesCS5A01G200200	1397	3	0
TraesCS5A01G200600	55	3	1
TraesCS5A01G200900	1918	3	0
TraesCS5A01G202100	1122	3	0
TraesCS5A01G202700	1513	3	0
TraesCS5A01G204800	398	3	0
TraesCS5A01G204900	1204	3	0
TraesCS5A01G211700	695	3	0
TraesCS5A01G214000	1128	3	0
TraesCS5A01G214700	1871	3	0
TraesCS5A01G218700	1211	3	0
TraesCS5A01G223100	1069	3	0
TraesCS5A01G224700	1361	3	0
TraesCS5A01G225100	705	3	0
TraesCS5A01G227200	1332	3	0
TraesCS5A01G227600	854	3	0
TraesCS5A01G229300	407	3	0
TraesCS5A01G229700	576	3	0
TraesCS5A01G230500	1687	3	0
TraesCS5A01G230700	5	3	0
TraesCS5A01G231100	79	3	1
TraesCS5A01G232000	1568	3	0
TraesCS5A01G234600	59	3	0
TraesCS5A01G235400	1425	3	0
TraesCS5A01G236900	492	3	0
TraesCS5A01G241400	722	3	0
TraesCS5A01G242200	1634	3	0
TraesCS5A01G243200	148	3	0
TraesCS5A01G243900	1033	3	0
TraesCS5A01G245200	1147	3	0
TraesCS5A01G246300	1966	3	0
TraesCS5A01G247600	202	3	0
TraesCS5A01G247800	1362	3	0
TraesCS5A01G251900	379	3	0
TraesCS5A01G252200	1567	3	0
TraesCS5A01G256300	907	3	0
TraesCS5A01G259700	1609	3	0
TraesCS5A01G260000	1617	3	0
TraesCS5A01G261100	23	3	0
TraesCS5A01G262700	633	3	0
TraesCS5A01G265100	754	3	0
TraesCS5A01G270400	155	3	0
TraesCS5A01G273600	1826	3	0
TraesCS5A01G274900	220	3	0
TraesCS5A01G276200	1058	3	1
TraesCS5A01G276800	1703	3	0
TraesCS5A01G278100	314	3	0
TraesCS5A01G278200	1949	3	0
TraesCS5A01G278300	374	3	0
TraesCS5A01G280000	1189	3	0
TraesCS5A01G282000	1285	3	0
TraesCS5A01G282400	1638	3	0
TraesCS5A01G284500	1221	3	0
TraesCS5A01G287400	1483	3	0
TraesCS5A01G288800	188	3	0
TraesCS5A01G290100	1499	3	0
TraesCS5A01G290300	788	3	0
TraesCS5A01G294800	792	3	0
TraesCS5A01G297200	288	3	0
TraesCS5A01G298200	1122	3	0
TraesCS5A01G298400	1702	3	0
TraesCS5A01G298600	288	3	0
TraesCS5A01G299200	614	3	0
TraesCS5A01G300300	1279	3	0
TraesCS5A01G301100	1711	3	0
TraesCS5A01G301500	115	3	0
TraesCS5A01G304100	94	3	0
TraesCS5A01G305300	1959	3	0
TraesCS5A01G308200	19	3	0
TraesCS5A01G308900	754	3	1
TraesCS5A01G309400	327	3	0
TraesCS5A01G310800	456	3	0
TraesCS5A01G311000	1370	3	0
TraesCS5A01G311900	1658	3	0
TraesCS5A01G312600	447	3	0
TraesCS5A01G312700	1451	3	0
TraesCS5A01G313700	632	3	0
TraesCS5A01G314800	173	3	1
TraesCS5A01G317200	1165	3	0
TraesCS5A01G318000	63	3	0
TraesCS5A01G318900	1731	3	0
TraesCS5A01G319800	176	3	0
TraesCS5A01G320300	1679	3	0
TraesCS5A01G321800	1956	3	0
TraesCS5A01G322000	174	3	0
TraesCS5A01G322100	357	3	0
TraesCS5A01G324100	1669	3	0
TraesCS5A01G324300	277	3	0
TraesCS5A01G324500	976	3	0
TraesCS5A01G324700	604	3	0
TraesCS5A01G327000	1379	3	0
TraesCS5A01G328300	852	3	0
TraesCS5A01G328800	1224	3	0
TraesCS5A01G329200	431	3	0
TraesCS5A01G329800	148	3	0
TraesCS5A01G330400	1040	3	0
TraesCS5A01G333300	770	3	0
TraesCS5A01G336200	830	3	0
TraesCS5A01G336800	1156	3	0
TraesCS5A01G338900	436	3	0
TraesCS5A01G340600	674	3	0
TraesCS5A01G340700	752	3	0
TraesCS5A01G342400	284	3	0
TraesCS5A01G343200	1962	3	0
TraesCS5A01G343700	1473	3	0
TraesCS5A01G344100	1291	3	0
TraesCS5A01G344400	1434	3	0
TraesCS5A01G346500	457	3	0
TraesCS5A01G346800	688	3	0
TraesCS5A01G346900	943	3	0
TraesCS5A01G350300	1094	3	0
TraesCS5A01G350800	1797	3	0
TraesCS5A01G352000	1548	3	0
TraesCS5A01G352200	282	3	0
TraesCS5A01G353100	1938	3	0
TraesCS5A01G355500	1150	3	0
TraesCS5A01G357400	48	3	0
TraesCS5A01G360500	1113	3	0
TraesCS5A01G360600	1149	3	0
TraesCS5A01G360700	1778	3	0
TraesCS5A01G361900	1375	3	0
TraesCS5A01G364000	946	3	0
TraesCS5A01G364700	1369	3	0
TraesCS5A01G365000	1886	3	0
TraesCS5A01G368400	781	3	0
TraesCS5A01G369200	1188	3	0
TraesCS5A01G369300	1625	3	0
TraesCS5A01G370500	1373	3	0
TraesCS5A01G371200	154	3	0
TraesCS5A01G372100	380	3	1
TraesCS5A01G373600	1795	3	0
TraesCS5A01G373800	632	3	0
TraesCS5A01G374600	458	3	0
TraesCS5A01G375400	1905	3	0
TraesCS5A01G376600	790	3	0
TraesCS5A01G379200	1169	3	0
TraesCS5A01G379700	1960	3	0
TraesCS5A01G380900	1402	3	1
TraesCS5A01G381200	766	3	0
TraesCS5A01G382800	1181	3	0
TraesCS5A01G384500	1512	3	0
TraesCS5A01G385200	1265	3	0
TraesCS5A01G387400	206	3	0
TraesCS5A01G387700	271	3	1
TraesCS5A01G388100	758	3	0
TraesCS5A01G390000	1981	3	0
TraesCS5A01G393600	279	3	0
TraesCS5A01G394400	571	3	0
TraesCS5A01G394800	911	3	0
TraesCS5A01G395100	1577	3	1
TraesCS5A01G397400	1597	3	0
TraesCS5A01G398900	1189	3	1
TraesCS5A01G400700	1497	3	0
TraesCS5A01G401200	581	3	1
TraesCS5A01G404900	1489	3	0
TraesCS5A01G405000	1951	3	0
TraesCS5A01G406600	1751	3	0
TraesCS5A01G411500	1017	3	0
TraesCS5A01G414300	711	3	0
TraesCS5A01G415300	1278	3	0
TraesCS5A01G417300	12	3	0
TraesCS5A01G418700	1260	3	0
TraesCS5A01G423400	707	3	0
TraesCS5A01G426600	1423	3	0
TraesCS5A01G428100	1540	3	0
TraesCS5A01G428900	208	3	0
TraesCS5A01G429000	597	3	0
TraesCS5A01G429200	559	3	0
TraesCS5A01G430000	805	3	0
TraesCS5A01G431200	1181	3	0
TraesCS5A01G434100	873	3	0
TraesCS5A01G434600	773	3	0
TraesCS5A01G436400	100	3	0
TraesCS5A01G438400	604	3	0
TraesCS5A01G439000	680	3	0
TraesCS5A01G439500	597	3	0
TraesCS5A01G440300	522	3	0
TraesCS5A01G442000	1674	3	0
TraesCS5A01G442700	581	3	0
TraesCS5A01G444400	1501	3	0
TraesCS5A01G445700	872	3	0
TraesCS5A01G447400	1921	3	0
TraesCS5A01G448400	540	3	0
TraesCS5A01G449000	249	3	0
TraesCS5A01G455000	645	3	0
TraesCS5A01G455600	1460	3	0
TraesCS5A01G455900	1250	3	0
TraesCS5A01G458400	71	3	0
TraesCS5A01G459900	1218	3	0
TraesCS5A01G461400	361	3	0
TraesCS5A01G464000	1846	3	0
TraesCS5A01G468400	16	3	0
TraesCS5A01G470200	1062	3	0
TraesCS5A01G472100	1004	3	0
TraesCS5A01G472300	1920	3	0
TraesCS5A01G473200	668	3	0
TraesCS5A01G473900	321	3	0
TraesCS5A01G474000	227	3	0
TraesCS5A01G474200	250	3	0
TraesCS5A01G474800	998	3	0
TraesCS5A01G475300	1624	3	1
TraesCS5A01G475900	863	3	0
TraesCS5A01G476800	1384	3	0
TraesCS5A01G476900	613	3	0
TraesCS5A01G479300	638	3	0
TraesCS5A01G479500	1890	3	0
TraesCS5A01G481500	921	3	0
TraesCS5A01G482200	521	3	0
TraesCS5A01G482400	580	3	1
TraesCS5A01G483800	160	3	0
TraesCS5A01G483900	377	3	0
TraesCS5A01G484600	1592	3	0
TraesCS5A01G486100	1882	3	0
TraesCS5A01G487600	1341	3	0
TraesCS5A01G492800	684	3	0
TraesCS5A01G493100	613	3	0
TraesCS5A01G495500	700	3	0
TraesCS5A01G496800	1596	3	0
TraesCS5A01G497900	1851	3	0
TraesCS5A01G500700	996	3	0
TraesCS5A01G501000	695	3	0
TraesCS5A01G501300	730	3	0
TraesCS5A01G502600	319	3	0
TraesCS5A01G503100	1228	3	0
TraesCS5A01G504300	147	3	0
TraesCS5A01G505200	460	3	0
TraesCS5A01G507400	1223	3	0
TraesCS5A01G507500	1571	3	0
TraesCS5A01G507700	204	3	0
TraesCS5A01G509300	1830	3	0
TraesCS5A01G511100	1674	3	1
TraesCS5A01G514800	955	3	1
TraesCS5A01G515100	658	3	0
TraesCS5A01G515300	49	3	0
TraesCS5A01G515400	1378	3	0
TraesCS5A01G518600	1485	3	0
TraesCS5A01G521400	1831	3	0
TraesCS5A01G521700	1872	3	0
TraesCS5A01G522300	1023	3	0
TraesCS5A01G522500	1209	3	0
TraesCS5A01G524300	758	3	0
TraesCS5A01G524900	96	3	1
TraesCS5A01G525800	309	3	0
TraesCS5A01G526400	265	3	0
TraesCS5A01G527000	894	3	0
TraesCS5A01G527100	1317	3	0
TraesCS5A01G528100	1053	3	0
TraesCS5A01G528200	761	3	1
TraesCS5A01G529500	948	3	0
TraesCS5A01G529600	394	3	0
TraesCS5A01G530200	370	3	0
TraesCS5A01G531100	1902	3	0
TraesCS5A01G532200	424	3	0
TraesCS5A01G532600	220	3	0
TraesCS5A01G533300	504	3	0
TraesCS5A01G535000	1579	3	0
TraesCS5A01G536900	188	3	0
TraesCS5A01G538200	310	3	0
TraesCS5A01G539900	10	3	0
TraesCS5A01G540500	1744	3	0
TraesCS5A01G541000	349	3	0
TraesCS5A01G541400	642	3	0
TraesCS5A01G545600	329	3	0
TraesCS5A01G546900	464	3	0
TraesCS5A01G547300	562	3	1
TraesCS5A01G547900	392	3	0
TraesCS5A01G548000	571	3	1
TraesCS5A01G549600	984	3	0
TraesCS5A01G549900	264	3	0
TraesCS5A01G551800	1015	3	0
TraesCS5A01G556300	1777	3	0
TraesCS5A01G557500	1386	3	0
TraesCS5B01G001400	360	3	0
TraesCS5B01G002300	1274	3	0
TraesCS5B01G003300	1051	3	0
TraesCS5B01G004200	1632	3	0
TraesCS5B01G004600	1081	3	0
TraesCS5B01G004700	1130	3	0
TraesCS5B01G006400	1419	3	0
TraesCS5B01G008000	1136	3	0
TraesCS5B01G011200	1300	3	0
TraesCS5B01G018400	1947	3	0
TraesCS5B01G019600	1599	3	0
TraesCS5B01G019800	284	3	0
TraesCS5B01G020500	914	3	0
TraesCS5B01G020600	527	3	0
TraesCS5B01G021200	1568	3	0
TraesCS5B01G021900	250	3	0
TraesCS5B01G022000	250	3	0
TraesCS5B01G022100	1205	3	0
TraesCS5B01G023100	1799	3	0
TraesCS5B01G024100	1817	3	0
TraesCS5B01G025100	1973	3	0
TraesCS5B01G026400	1590	3	0
TraesCS5B01G027200	1937	3	0
TraesCS5B01G030900	592	3	0
TraesCS5B01G031300	100	3	0
TraesCS5B01G031600	1867	3	0
TraesCS5B01G037600	1520	3	1
TraesCS5B01G037800	963	3	0
TraesCS5B01G038900	1216	3	0
TraesCS5B01G039200	1542	3	0
TraesCS5B01G041800	1293	3	0
TraesCS5B01G042500	1312	3	0
TraesCS5B01G045100	951	3	0
TraesCS5B01G046300	229	3	0
TraesCS5B01G046500	385	3	0
TraesCS5B01G049000	782	3	0
TraesCS5B01G050300	1216	3	0
TraesCS5B01G053800	1335	3	0
TraesCS5B01G054900	1581	3	0
TraesCS5B01G056700	1134	3	0
TraesCS5B01G057800	1205	3	0
TraesCS5B01G058900	649	3	0
TraesCS5B01G059100	1202	3	0
TraesCS5B01G060500	1206	3	0
TraesCS5B01G060900	1889	3	0
TraesCS5B01G061600	739	3	0
TraesCS5B01G065200	410	3	0
TraesCS5B01G066700	270	3	0
TraesCS5B01G068600	1272	3	0
TraesCS5B01G071900	30	3	0
TraesCS5B01G072300	492	3	0
TraesCS5B01G076100	872	3	0
TraesCS5B01G078700	237	3	0
TraesCS5B01G079900	1703	3	0
TraesCS5B01G080000	1972	3	0
TraesCS5B01G080300	755	3	0
TraesCS5B01G081700	18	3	0
TraesCS5B01G082500	1243	3	0
TraesCS5B01G083000	20	3	0
TraesCS5B01G083700	20	3	0
TraesCS5B01G087500	662	3	0
TraesCS5B01G089400	1349	3	0
TraesCS5B01G090100	272	3	0
TraesCS5B01G092500	851	3	1
TraesCS5B01G092600	1187	3	0
TraesCS5B01G093300	1577	3	0
TraesCS5B01G096100	1585	3	0
TraesCS5B01G096300	813	3	0
TraesCS5B01G096600	122	3	0
TraesCS5B01G097800	945	3	0
TraesCS5B01G100300	1103	3	0
TraesCS5B01G102300	1466	3	0
TraesCS5B01G102400	1465	3	0
TraesCS5B01G102800	803	3	0
TraesCS5B01G103200	493	3	0
TraesCS5B01G108100	1394	3	0
TraesCS5B01G109100	1774	3	0
TraesCS5B01G111100	362	3	0
TraesCS5B01G112900	1789	3	0
TraesCS5B01G113400	611	3	0
TraesCS5B01G117700	1223	3	1
TraesCS5B01G118300	1028	3	0
